window_start,src_ip,flow_count,unique_dst_ips,unique_dst_ports,port_entropy,avg_duration,total_bytes_sent,total_bytes_recv,bytes_per_sec,avg_packet_size,syn_ratio,failed_ratio,flow_rate_per_sec,interval_cv,night_ratio,admin_port_ratio,true_label,true_attack_type,ewma_score,ewma_top_deviation
2026-08-10 00:01:00,10.0.0.36,1,1,1,-1.4428232973175175e-12,5.274734939383261,2116,11270,35.266666666666666,132.3125,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:01:00,10.0.0.7,1,1,1,-1.4428232973175175e-12,1.0297680830696132,2893,5381,48.21666666666667,263.09090909090907,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:01:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,16.22385211953796,2201,4486,36.68333333333333,157.28571428571428,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:01:00,10.0.0.37,2,2,2,0.9999999999971146,11.527919027790833,10181,47631,169.68333333333334,484.85714285714283,0.0,0.0,0.03333333333333333,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:01:00,10.0.0.2,1,1,1,-1.4428232973175175e-12,6.238945777196691,5134,11697,85.56666666666666,641.875,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:01:00,10.0.0.4,1,1,1,-1.4428232973175175e-12,13.411726047410953,3366,16604,56.1,187.05555555555554,1.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:01:00,10.0.0.28,1,1,1,-1.4428232973175175e-12,1.990972835975908,362,1553,6.033333333333333,20.166666666666668,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:01:00,10.0.0.18,1,1,1,-1.4428232973175175e-12,7.703070862221524,4248,6577,70.8,236.05555555555554,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:02:00,10.0.0.5,1,1,1,-1.4428232973175175e-12,4.251930986768287,263,1350,4.383333333333334,29.333333333333332,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:02:00,10.0.0.16,1,1,1,-1.4428232973175175e-12,0.5806494149660036,4080,15568,68.0,240.05882352941177,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:02:00,10.0.0.17,1,1,1,-1.4428232973175175e-12,9.587475043911345,8027,42864,133.78333333333333,617.5384615384615,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:02:00,10.0.0.36,1,1,1,-1.4428232973175175e-12,6.196829235240939,7186,28740,119.76666666666667,479.1333333333333,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:02:00,10.0.0.33,1,1,1,-1.4428232973175175e-12,7.059344605959139,4588,21607,76.46666666666667,655.5714285714286,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:03:00,10.0.0.18,1,1,1,-1.4428232973175175e-12,29.549988972827702,3497,10164,58.28333333333333,388.6666666666667,1.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:03:00,10.0.0.38,1,1,1,-1.4428232973175175e-12,3.0953496860310965,7745,34373,129.08333333333334,645.5,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:03:00,10.0.0.32,1,1,1,-1.4428232973175175e-12,1.924212769185252,5618,8468,93.63333333333334,401.35714285714283,1.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:03:00,10.0.0.2,1,1,1,-1.4428232973175175e-12,6.278115659308329,40,103,0.6666666666666666,8.2,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:03:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,2.8017984523664525,3122,16501,52.03333333333333,223.07142857142858,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:03:00,10.0.0.15,1,1,1,-1.4428232973175175e-12,0.8106028984680052,3190,18554,53.166666666666664,177.27777777777777,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:03:00,10.0.0.37,1,1,1,-1.4428232973175175e-12,2.915937699768875,1149,4105,19.15,82.14285714285714,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:03:00,10.0.0.14,1,1,1,-1.4428232973175175e-12,3.4169302813181726,40,166,0.6666666666666666,1.8636363636363635,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:03:00,10.0.0.10,1,1,1,-1.4428232973175175e-12,0.6837057331868495,5050,25572,84.16666666666667,240.52380952380952,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:04:00,10.0.0.36,1,1,1,-1.4428232973175175e-12,2.7348170325359424,9121,54095,152.01666666666668,396.60869565217394,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:04:00,10.0.0.13,1,1,1,-1.4428232973175175e-12,4.0439005994025985,5850,10831,97.5,487.5833333333333,1.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:04:00,10.0.0.29,1,1,1,-1.4428232973175175e-12,9.892990924044517,4638,19350,77.3,244.1578947368421,1.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:05:00,10.0.0.38,1,1,1,-1.4428232973175175e-12,3.911488754304883,4778,15660,79.63333333333334,318.6,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:05:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,0.7589292984614259,4110,16082,68.5,373.72727272727275,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.21491576949870436,avg_packet_size (z=3.8)
2026-08-10 00:05:00,10.0.0.18,1,1,1,-1.4428232973175175e-12,0.8171377103117106,6489,16487,108.15,324.5,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:05:00,10.0.0.25,1,1,1,-1.4428232973175175e-12,5.259581680419933,6749,33157,112.48333333333333,375.0,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:06:00,10.0.0.2,1,1,1,-1.4428232973175175e-12,8.164253502138012,3575,13994,59.583333333333336,223.5,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:06:00,10.0.0.34,1,1,1,-1.4428232973175175e-12,11.675724968883927,807,2171,13.45,73.45454545454545,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:06:00,10.0.0.30,1,1,1,-1.4428232973175175e-12,5.844075568134359,3050,16454,50.833333333333336,179.47058823529412,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:06:00,10.0.0.5,1,1,1,-1.4428232973175175e-12,3.170372092395107,7112,28362,118.53333333333333,790.3333333333334,1.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:06:00,10.0.0.18,1,1,1,-1.4428232973175175e-12,7.976129642943146,3766,12336,62.766666666666666,269.07142857142856,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.15882646498612513,total_bytes_recv (z=0.9)
2026-08-10 00:06:00,10.0.0.24,1,1,1,-1.4428232973175175e-12,2.5179782752288893,6271,20051,104.51666666666667,272.69565217391306,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:06:00,10.0.0.13,1,1,1,-1.4428232973175175e-12,0.8929846252195064,4209,11581,70.15,421.0,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:06:00,10.0.0.17,1,1,1,-1.4428232973175175e-12,1.2928026003911741,7590,29516,126.5,421.72222222222223,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:06:00,10.0.0.21,1,1,1,-1.4428232973175175e-12,3.7869868008275214,3969,11218,66.15,248.125,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:06:00,10.0.0.25,1,1,1,-1.4428232973175175e-12,1.5138826615607037,6623,27346,110.38333333333334,509.53846153846155,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:07:00,10.0.0.6,1,1,1,-1.4428232973175175e-12,4.846528285242715,7426,37687,123.76666666666667,530.5,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:07:00,10.0.0.2,1,1,1,-1.4428232973175175e-12,10.021566176650122,7000,23114,116.66666666666667,500.07142857142856,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.19914080406838464,avg_duration (z=3.2)
2026-08-10 00:07:00,10.0.0.24,1,1,1,-1.4428232973175175e-12,10.469290185064017,5838,30982,97.3,417.07142857142856,1.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:07:00,10.0.0.23,1,1,1,-1.4428232973175175e-12,6.381909794126257,3851,11709,64.18333333333334,175.0909090909091,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:07:00,10.0.0.30,1,1,1,-1.4428232973175175e-12,1.486603527084697,7698,24237,128.3,427.72222222222223,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:07:00,10.0.0.32,2,2,2,0.9999999999971146,4.137800366943697,5410,30494,90.16666666666667,186.58620689655172,0.0,0.0,0.03333333333333333,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:08:00,10.0.0.3,1,1,1,-1.4428232973175175e-12,4.514302462588007,2680,14573,44.666666666666664,148.94444444444446,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:08:00,10.0.0.12,1,1,1,-1.4428232973175175e-12,6.454695457150697,40,231,0.6666666666666666,3.4166666666666665,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:08:00,10.0.0.38,1,1,1,-1.4428232973175175e-12,3.109248258115412,4254,12776,70.9,265.9375,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.15539508419664658,avg_duration (z=-1.6)
2026-08-10 00:08:00,10.0.0.36,1,1,1,-1.4428232973175175e-12,4.968736632090205,1447,3012,24.116666666666667,68.95238095238095,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.16681714979241366,avg_packet_size (z=-1.3)
2026-08-10 00:09:00,10.0.0.38,2,2,2,0.9999999999971146,3.1956831635544445,9008,16417,150.13333333333333,243.48648648648648,0.5,0.0,0.03333333333333333,1.0,1.0,0.0,benign,none,0.2261906362475308,total_bytes_sent (z=3.1)
2026-08-10 00:09:00,10.0.0.4,2,2,1,-1.4428232973175175e-12,6.184798569836877,3818,18630,63.63333333333333,159.125,0.0,0.0,0.03333333333333333,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:09:00,10.0.0.15,2,2,2,0.9999999999971146,7.009863215456724,11567,51005,192.78333333333333,330.51428571428573,0.0,0.0,0.03333333333333333,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:09:00,10.0.0.23,1,1,1,-1.4428232973175175e-12,5.196866599354476,6434,18867,107.23333333333333,643.5,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:09:00,10.0.0.26,1,1,1,-1.4428232973175175e-12,0.806456888630195,6547,34070,109.11666666666666,727.5555555555555,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:09:00,10.0.0.6,3,3,3,1.584962500716828,2.494874785380709,16507,75644,275.1166666666667,458.55555555555554,0.3333333333333333,0.0,0.05,0.8918918385793168,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:10:00,10.0.0.22,1,1,1,-1.4428232973175175e-12,0.7161412381562919,4066,11973,67.76666666666667,271.1333333333333,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:10:00,10.0.0.19,1,1,1,-1.4428232973175175e-12,2.983765045056735,7712,15009,128.53333333333333,642.75,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:10:00,10.0.0.7,1,1,1,-1.4428232973175175e-12,1.5449418083483777,3876,10303,64.6,323.0833333333333,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:10:00,10.0.0.33,2,2,2,0.9999999999971146,2.9613376456245932,5438,27761,90.63333333333334,236.47826086956522,0.0,0.0,0.03333333333333333,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:10:00,10.0.0.8,1,1,1,-1.4428232973175175e-12,4.573108409069344,1801,5597,30.016666666666666,128.71428571428572,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:10:00,10.0.0.35,1,1,1,-1.4428232973175175e-12,2.8172208175713913,4169,23640,69.48333333333333,278.0,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:10:00,10.0.0.23,1,1,1,-1.4428232973175175e-12,0.27649218568397604,5532,30460,92.2,251.5,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:10:00,10.0.0.11,1,1,1,-1.4428232973175175e-12,4.1365268595431095,2428,7419,40.46666666666667,134.94444444444446,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:11:00,10.0.0.25,1,1,1,-1.4428232973175175e-12,6.15021489831886,5989,9131,99.81666666666666,285.23809523809524,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.16217594978835814,total_bytes_sent (z=1.1)
2026-08-10 00:11:00,10.0.0.40,1,1,1,-1.4428232973175175e-12,2.183513468504984,1049,5325,17.483333333333334,75.0,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:11:00,10.0.0.32,1,1,1,-1.4428232973175175e-12,9.84672026781486,40,205,0.6666666666666666,1.9523809523809523,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:11:00,10.0.0.2,1,1,1,-1.4428232973175175e-12,0.8680105861445176,5855,17849,97.58333333333333,488.0,1.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.1849844280385665,avg_duration (z=-4.2)
2026-08-10 00:11:00,10.0.0.36,1,1,1,-1.4428232973175175e-12,6.958098640650733,3013,11252,50.21666666666667,231.84615384615384,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.15710235542600706,avg_duration (z=1.8)
2026-08-10 00:11:00,10.0.0.30,1,1,1,-1.4428232973175175e-12,1.1125670574887734,2098,9456,34.96666666666667,131.1875,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:12:00,10.0.0.19,1,1,1,-1.4428232973175175e-12,2.256494355595738,1283,6427,21.383333333333333,85.6,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:12:00,10.0.0.9,1,1,1,-1.4428232973175175e-12,4.925770204208253,3367,19230,56.11666666666667,240.57142857142858,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:12:00,10.0.0.25,1,1,1,-1.4428232973175175e-12,0.73358911325168,5438,32069,90.63333333333334,453.25,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.17620356138889412,total_bytes_recv (z=2.0)
2026-08-10 00:12:00,10.0.0.38,1,1,1,-1.4428232973175175e-12,2.4277044999880597,3978,9580,66.3,180.86363636363637,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.1619280025652272,avg_duration (z=-1.2)
2026-08-10 00:12:00,10.0.0.12,1,1,1,-1.4428232973175175e-12,1.221377614615336,7114,33331,118.56666666666666,273.65384615384613,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:12:00,10.0.0.35,1,1,1,-1.4428232973175175e-12,2.6736100870161374,6488,37342,108.13333333333334,648.9,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:12:00,10.0.0.34,1,1,1,-1.4428232973175175e-12,2.2747873140931216,4443,24637,74.05,222.2,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:12:00,10.0.0.3,1,1,1,-1.4428232973175175e-12,1.2234096467054525,2974,9777,49.56666666666667,185.9375,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:13:00,10.0.0.14,1,1,1,-1.4428232973175175e-12,3.3926296566238983,5149,26540,85.81666666666666,198.07692307692307,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:13:00,10.0.0.29,1,1,1,-1.4428232973175175e-12,0.2855737111703145,3791,13135,63.18333333333333,237.0,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:13:00,10.0.0.22,1,1,1,-1.4428232973175175e-12,0.27379168894615047,40,221,0.6666666666666666,3.4166666666666665,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:13:00,10.0.0.32,1,1,1,-1.4428232973175175e-12,0.20776139167933932,2443,11415,40.71666666666667,174.57142857142858,1.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.16999304147654445,avg_duration (z=-1.3)
2026-08-10 00:13:00,10.0.0.20,1,1,1,-1.4428232973175175e-12,0.4532161507215079,3639,6290,60.65,214.11764705882354,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:13:00,10.0.0.12,1,1,1,-1.4428232973175175e-12,0.543080672426164,7667,33510,127.78333333333333,426.0,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:13:00,10.0.0.39,1,1,1,-1.4428232973175175e-12,1.006863611935014,4286,21097,71.43333333333334,329.7692307692308,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:14:00,10.0.0.15,1,1,1,-1.4428232973175175e-12,3.702880990178212,475,2085,7.916666666666667,31.733333333333334,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:14:00,10.0.0.1,1,1,1,-1.4428232973175175e-12,5.403080562365543,6453,33973,107.55,430.26666666666665,1.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.2273314179579989,total_bytes_recv (z=4.4)
2026-08-10 00:14:00,10.0.0.14,1,1,1,-1.4428232973175175e-12,0.4405289812148709,2189,12634,36.483333333333334,182.5,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:14:00,10.0.0.3,2,2,2,0.9999999999971146,6.513226860819093,8121,30289,135.35,213.73684210526315,0.0,0.0,0.03333333333333333,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:14:00,10.0.0.27,1,1,1,-1.4428232973175175e-12,1.3031263421464794,1132,2896,18.866666666666667,103.0,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:14:00,10.0.0.10,1,1,1,-1.4428232973175175e-12,3.3756852745998125,5370,15376,89.5,413.15384615384613,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:14:00,10.0.0.11,1,1,1,-1.4428232973175175e-12,13.316493315399645,4853,15541,80.88333333333334,373.38461538461536,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:14:00,10.0.0.23,1,1,1,-1.4428232973175175e-12,0.1600451667385519,5375,10216,89.58333333333333,448.0,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.17346684021404973,avg_duration (z=-2.1)
2026-08-10 00:15:00,10.0.0.25,1,1,1,-1.4428232973175175e-12,0.4282208505409512,4364,9065,72.73333333333333,311.7857142857143,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.1543491917009016,avg_duration (z=-1.3)
2026-08-10 00:15:00,10.0.0.7,1,1,1,-1.4428232973175175e-12,0.4644937886435682,3369,8915,56.15,168.5,1.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:15:00,10.0.0.13,1,1,1,-1.4428232973175175e-12,4.510321657891888,2733,7133,45.55,182.26666666666668,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:15:00,10.0.0.21,1,1,1,-1.4428232973175175e-12,3.2594594063607376,8495,50458,141.58333333333334,606.8571428571429,1.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:15:00,10.0.0.17,1,1,1,-1.4428232973175175e-12,19.92096522838234,5443,23821,90.71666666666667,362.93333333333334,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.19212613814091883,avg_duration (z=6.5)
2026-08-10 00:15:00,10.0.0.4,1,1,1,-1.4428232973175175e-12,3.5845027219066923,40,169,0.6666666666666666,2.9285714285714284,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.2524588645656022,total_bytes_sent (z=-4.9)
2026-08-10 00:15:00,10.0.0.30,1,1,1,-1.4428232973175175e-12,3.3685575893821027,5257,25612,87.61666666666666,328.625,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.1745069255019463,total_bytes_recv (z=2.4)
2026-08-10 00:16:00,10.0.0.39,1,1,1,-1.4428232973175175e-12,16.111158393561812,654,1245,10.9,46.785714285714285,1.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
2026-08-10 00:16:00,10.0.0.26,1,1,1,-1.4428232973175175e-12,2.1335232491876255,4649,11189,77.48333333333333,290.625,0.0,0.0,0.016666666666666666,1.0,1.0,0.0,benign,none,0.14185106490048782,flow_count (z=0.0)
