timestamp,src_ip,dst_ip,src_port,dst_port,protocol,duration,packet_count,bytes_sent,bytes_recv,syn_flag,connection_failed,label,attack_type
2026-08-10 00:04:08.000000,10.0.0.13,145.236.21.101,25753,995,TCP,4.0439005994025985,11,5850,10831,True,False,benign,none
2026-08-10 00:04:50.000000,10.0.0.36,64.68.16.36,56212,8443,TCP,2.7348170325359424,22,9121,54095,False,False,benign,none
2026-08-10 00:05:03.000000,10.0.0.18,110.119.162.200,20038,443,TCP,0.8171377103117106,19,6489,16487,False,False,benign,none
2026-08-10 00:05:30.000000,10.0.0.38,52.24.134.248,52376,80,TCP,3.911488754304883,14,4778,15660,False,False,benign,none
2026-08-10 00:05:37.000000,10.0.0.25,209.15.218.72,60646,143,TCP,5.259581680419933,17,6749,33157,False,False,benign,none
2026-08-10 00:05:55.000000,10.0.0.1,248.77.34.125,47575,8443,TCP,0.7589292984614259,10,4110,16082,False,False,benign,none
2026-08-10 00:06:05.000000,10.0.0.30,91.38.49.210,1233,995,TCP,5.844075568134359,16,3050,16454,False,False,benign,none
2026-08-10 00:06:09.000000,10.0.0.2,22.238.141.112,58309,80,TCP,8.164253502138012,15,3575,13994,False,False,benign,none
2026-08-10 00:06:09.000000,10.0.0.13,212.14.110.151,22924,80,TCP,0.8929846252195064,9,4209,11581,False,False,benign,none
2026-08-10 00:06:12.000000,10.0.0.18,61.249.82.204,2516,110,TCP,7.976129642943146,13,3766,12336,False,False,benign,none
2026-08-10 00:06:22.000000,10.0.0.34,82.28.157.233,50053,443,TCP,11.675724968883927,10,807,2171,False,False,benign,none
2026-08-10 00:06:28.000000,10.0.0.21,18.247.114.227,50869,110,TCP,3.7869868008275214,15,3969,11218,False,False,benign,none
2026-08-10 00:06:34.000000,10.0.0.24,138.36.77.141,22458,110,TCP,2.5179782752288893,22,6271,20051,False,False,benign,none
2026-08-10 00:06:39.000000,10.0.0.17,173.198.194.50,20128,110,TCP,1.2928026003911741,17,7590,29516,False,False,benign,none
2026-08-10 00:06:44.000000,10.0.0.25,82.28.157.233,55723,143,TCP,1.5138826615607037,12,6623,27346,False,False,benign,none
2026-08-10 00:06:54.000000,10.0.0.5,122.150.9.175,64397,993,TCP,3.170372092395107,8,7112,28362,True,False,benign,none
2026-08-10 00:07:27.000000,10.0.0.32,212.51.205.2,10850,110,TCP,2.103435056766298,14,1500,7151,False,False,benign,none
2026-08-10 00:07:38.000000,10.0.0.32,45.187.9.52,26668,53,UDP,6.172165677121096,14,3910,23343,False,False,benign,none
2026-08-10 00:07:39.000000,10.0.0.24,139.40.189.174,19710,110,TCP,10.469290185064017,13,5838,30982,True,False,benign,none
2026-08-10 00:07:52.000000,10.0.0.2,138.36.77.141,55192,443,TCP,10.021566176650122,13,7000,23114,False,False,benign,none
2026-08-10 00:07:53.000000,10.0.0.30,148.198.160.164,65006,53,UDP,1.486603527084697,17,7698,24237,False,False,benign,none
2026-08-10 00:07:53.000000,10.0.0.23,10.36.63.30,17702,995,TCP,6.381909794126257,21,3851,11709,False,False,benign,none
2026-08-10 00:07:59.000000,10.0.0.6,52.205.141.136,48866,8080,TCP,4.846528285242715,13,7426,37687,False,False,benign,none
2026-08-10 00:08:07.000000,10.0.0.36,202.44.77.235,13784,8080,TCP,4.968736632090205,20,1447,3012,False,False,benign,none
2026-08-10 00:08:10.000000,10.0.0.38,148.22.133.238,62596,8080,TCP,3.109248258115412,15,4254,12776,False,False,benign,none
2026-08-10 00:08:16.000000,10.0.0.12,184.78.206.148,20874,993,TCP,6.454695457150697,11,40,231,False,False,benign,none
2026-08-10 00:08:37.000000,10.0.0.3,173.27.45.150,63995,995,TCP,4.514302462588007,17,2680,14573,False,False,benign,none
2026-08-10 00:09:02.000000,10.0.0.4,245.81.52.243,27576,25,TCP,5.466883683555203,12,3778,18422,False,False,benign,none
2026-08-10 00:09:03.000000,10.0.0.15,116.30.138.6,23818,995,TCP,1.6833391017255075,14,7718,39410,False,False,benign,none
2026-08-10 00:09:04.000000,10.0.0.38,120.180.71.199,52035,143,TCP,2.91087579173511,20,504,2644,False,False,benign,none
2026-08-10 00:09:13.000000,10.0.0.26,107.207.82.43,49503,993,TCP,0.806456888630195,8,6547,34070,False,False,benign,none
2026-08-10 00:09:14.000000,10.0.0.6,187.223.202.217,41837,995,TCP,1.8643220616288727,11,7297,31293,False,False,benign,none
2026-08-10 00:09:16.000000,10.0.0.6,127.7.152.142,55904,8080,TCP,0.42267241778100495,10,1528,2655,True,False,benign,none
2026-08-10 00:09:30.000000,10.0.0.23,155.92.244.23,14570,143,TCP,5.196866599354476,9,6434,18867,False,False,benign,none
2026-08-10 00:09:39.000000,10.0.0.38,139.45.118.218,48421,53,UDP,3.4804905353737796,16,8504,13773,True,False,benign,none
2026-08-10 00:09:46.000000,10.0.0.4,199.164.103.209,43101,25,TCP,6.902713456118552,11,40,208,False,False,benign,none
2026-08-10 00:09:51.000000,10.0.0.6,139.4.25.116,31547,993,TCP,5.19762987673225,14,7682,41696,False,False,benign,none
2026-08-10 00:09:55.000000,10.0.0.15,248.59.61.10,15142,53,UDP,12.33638732918794,20,3849,11595,False,False,benign,none
2026-08-10 00:10:06.000000,10.0.0.33,211.81.251.129,22056,143,TCP,5.547621062748501,13,5398,27680,False,False,benign,none
2026-08-10 00:10:12.000000,10.0.0.33,121.119.173.133,60997,80,TCP,0.37505422850068554,9,40,81,False,False,benign,none
2026-08-10 00:10:18.000000,10.0.0.7,254.198.82.247,12730,995,TCP,1.5449418083483777,11,3876,10303,False,False,benign,none
2026-08-10 00:10:19.000000,10.0.0.11,215.227.57.227,37662,8443,TCP,4.1365268595431095,17,2428,7419,False,False,benign,none
2026-08-10 00:10:27.000000,10.0.0.23,69.61.253.190,55243,993,TCP,0.27649218568397604,21,5532,30460,False,False,benign,none
2026-08-10 00:10:29.000000,10.0.0.22,94.153.183.223,63656,53,UDP,0.7161412381562919,14,4066,11973,False,False,benign,none
2026-08-10 00:10:31.000000,10.0.0.8,235.190.94.246,28034,443,TCP,4.573108409069344,13,1801,5597,False,False,benign,none
2026-08-10 00:10:47.000000,10.0.0.35,199.164.103.209,50887,143,TCP,2.8172208175713913,14,4169,23640,False,False,benign,none
2026-08-10 00:10:56.000000,10.0.0.19,18.247.114.227,14905,25,TCP,2.983765045056735,11,7712,15009,False,False,benign,none
2026-08-10 00:11:08.000000,10.0.0.2,2.246.43.152,13845,110,TCP,0.8680105861445176,11,5855,17849,True,False,benign,none
2026-08-10 00:11:18.000000,10.0.0.30,184.150.13.25,2570,80,TCP,1.1125670574887734,15,2098,9456,False,False,benign,none
2026-08-10 00:11:35.000000,10.0.0.25,139.113.115.58,44918,8443,TCP,6.15021489831886,20,5989,9131,False,False,benign,none
2026-08-10 00:11:38.000000,10.0.0.40,24.212.28.14,46575,993,TCP,2.183513468504984,13,1049,5325,False,False,benign,none
2026-08-10 00:11:52.000000,10.0.0.36,139.4.25.116,5972,25,TCP,6.958098640650733,12,3013,11252,False,False,benign,none
2026-08-10 00:11:57.000000,10.0.0.32,44.204.104.151,13126,8080,TCP,9.84672026781486,20,40,205,False,False,benign,none
2026-08-10 00:12:09.000000,10.0.0.38,173.198.194.50,13611,443,TCP,2.4277044999880597,21,3978,9580,False,False,benign,none
2026-08-10 00:12:16.000000,10.0.0.3,23.197.167.112,12129,8080,TCP,1.2234096467054525,15,2974,9777,False,False,benign,none
2026-08-10 00:12:24.000000,10.0.0.9,106.51.220.205,65118,25,TCP,4.925770204208253,13,3367,19230,False,False,benign,none
2026-08-10 00:12:28.000000,10.0.0.19,30.132.120.81,25947,8080,TCP,2.256494355595738,14,1283,6427,False,False,benign,none
2026-08-10 00:12:37.000000,10.0.0.34,138.121.206.68,50324,8443,TCP,2.2747873140931216,19,4443,24637,False,False,benign,none
2026-08-10 00:12:39.000000,10.0.0.35,31.96.236.109,9000,8443,TCP,2.6736100870161374,9,6488,37342,False,False,benign,none
2026-08-10 00:12:50.000000,10.0.0.25,20.120.203.49,23947,80,TCP,0.73358911325168,11,5438,32069,False,False,benign,none
2026-08-10 00:12:58.000000,10.0.0.12,200.11.46.126,13240,995,TCP,1.221377614615336,25,7114,33331,False,False,benign,none
2026-08-10 00:13:05.000000,10.0.0.39,171.233.217.123,49489,443,TCP,1.006863611935014,12,4286,21097,False,False,benign,none
2026-08-10 00:13:18.000000,10.0.0.14,231.66.252.238,32624,993,TCP,3.3926296566238983,25,5149,26540,False,False,benign,none
2026-08-10 00:13:21.000000,10.0.0.32,2.238.241.62,10534,8080,TCP,0.20776139167933932,13,2443,11415,True,False,benign,none
2026-08-10 00:13:27.000000,10.0.0.22,196.184.177.118,49097,143,TCP,0.27379168894615047,11,40,221,False,False,benign,none
2026-08-10 00:13:30.000000,10.0.0.20,186.85.188.229,32916,110,TCP,0.4532161507215079,16,3639,6290,False,False,benign,none
2026-08-10 00:13:32.000000,10.0.0.29,80.41.245.38,13145,995,TCP,0.2855737111703145,15,3791,13135,False,False,benign,none
2026-08-10 00:13:53.000000,10.0.0.12,2.238.241.62,4916,995,TCP,0.543080672426164,17,7667,33510,False,False,benign,none
2026-08-10 00:14:00.000000,10.0.0.23,38.162.214.27,65152,25,TCP,0.1600451667385519,11,5375,10216,False,False,benign,none
2026-08-10 00:14:09.000000,10.0.0.15,61.77.174.161,11656,443,TCP,3.702880990178212,14,475,2085,False,False,benign,none
2026-08-10 00:14:25.000000,10.0.0.14,184.210.110.76,1227,143,TCP,0.4405289812148709,11,2189,12634,False,False,benign,none
2026-08-10 00:14:33.000000,10.0.0.11,110.219.22.178,44671,110,TCP,13.316493315399645,12,4853,15541,False,False,benign,none
2026-08-10 00:14:40.000000,10.0.0.27,234.75.111.169,12343,995,TCP,1.3031263421464794,10,1132,2896,False,False,benign,none
2026-08-10 00:14:42.000000,10.0.0.1,2.246.43.152,13718,110,TCP,5.403080562365543,14,6453,33973,True,False,benign,none
2026-08-10 00:14:43.000000,10.0.0.10,200.30.184.23,35816,995,TCP,3.3756852745998125,12,5370,15376,False,False,benign,none
2026-08-10 00:14:45.000000,10.0.0.3,202.93.136.80,33146,25,TCP,2.2778333980239687,16,3529,17862,False,False,benign,none
2026-08-10 00:14:47.000000,10.0.0.3,148.22.133.238,65201,995,TCP,10.748620323614217,21,4592,12427,False,False,benign,none
2026-08-10 00:15:06.000000,10.0.0.30,223.162.32.31,64682,110,TCP,3.3685575893821027,15,5257,25612,False,False,benign,none
2026-08-10 00:15:14.000000,10.0.0.13,254.198.82.247,33619,993,TCP,4.510321657891888,14,2733,7133,False,False,benign,none
2026-08-10 00:15:15.000000,10.0.0.21,60.76.202.242,40734,443,TCP,3.2594594063607376,13,8495,50458,True,False,benign,none
2026-08-10 00:15:24.000000,10.0.0.7,209.15.218.72,30946,110,TCP,0.4644937886435682,19,3369,8915,True,False,benign,none
2026-08-10 00:15:30.000000,10.0.0.17,208.194.162.69,26359,53,UDP,19.92096522838234,14,5443,23821,False,False,benign,none
2026-08-10 00:15:52.000000,10.0.0.4,184.78.206.148,51845,143,TCP,3.5845027219066923,13,40,169,False,False,benign,none
2026-08-10 00:15:55.000000,10.0.0.25,184.35.244.244,55753,53,UDP,0.4282208505409512,13,4364,9065,False,False,benign,none
2026-08-10 00:16:03.000000,10.0.0.40,20.120.203.49,29408,80,TCP,0.2127113137966638,19,4183,18150,False,False,benign,none
2026-08-10 00:16:06.000000,10.0.0.26,216.112.73.6,4774,995,TCP,2.1335232491876255,15,4649,11189,False,False,benign,none
2026-08-10 00:16:20.000000,10.0.0.39,184.36.191.107,10121,443,TCP,16.111158393561812,13,654,1245,True,False,benign,none
2026-08-10 00:16:27.000000,10.0.0.14,52.205.141.136,15428,8080,TCP,0.12530204197810693,14,2662,12973,False,False,benign,none
2026-08-10 00:16:44.000000,10.0.0.30,121.119.173.133,14953,53,UDP,0.852649808097863,18,40,64,False,False,benign,none
2026-08-10 00:17:02.000000,10.0.0.31,36.96.166.251,44157,110,TCP,3.8362970406333563,15,1196,5763,True,False,benign,none
2026-08-10 00:17:04.000000,10.0.0.31,39.227.24.191,27411,80,TCP,1.6423997825856207,11,11023,28293,False,False,benign,none
2026-08-10 00:17:13.000000,10.0.0.10,200.30.184.23,33293,8443,TCP,2.969834240469598,11,3982,10683,False,False,benign,none
2026-08-10 00:17:14.000000,10.0.0.12,156.151.75.6,40336,143,TCP,2.869135760574414,16,4176,19297,False,False,benign,none
2026-08-10 00:17:28.000000,10.0.0.21,186.85.188.229,32860,25,TCP,3.546970098730675,25,4753,11769,True,True,benign,none
2026-08-10 00:17:31.000000,10.0.0.31,88.30.87.245,55346,995,TCP,1.1413138401622382,13,2063,11540,False,False,benign,none
2026-08-10 00:17:38.000000,10.0.0.18,243.85.139.133,10896,995,TCP,2.566765424293843,11,5106,22400,False,False,benign,none
2026-08-10 00:18:04.000000,10.0.0.29,24.212.28.14,55792,443,TCP,2.0781413613973023,15,2542,12199,False,False,benign,none
2026-08-10 00:18:08.000000,10.0.0.12,238.4.45.59,23797,25,TCP,7.355720897767112,15,6270,36293,False,False,benign,none
2026-08-10 00:18:11.000000,10.0.0.22,184.35.244.244,29814,8443,TCP,1.4772819075426362,18,3038,8881,False,False,benign,none
2026-08-10 00:18:11.000000,10.0.0.24,92.199.156.122,32120,8443,TCP,4.914587742068994,13,7563,18982,True,False,benign,none
2026-08-10 00:18:11.000000,10.0.0.23,129.94.188.84,46752,80,TCP,3.1925639273414714,16,2459,10016,False,False,benign,none
2026-08-10 00:18:12.000000,10.0.0.25,208.194.162.69,2176,143,TCP,6.954577482787796,24,4368,25622,False,False,benign,none
2026-08-10 00:18:22.000000,10.0.0.9,24.212.28.14,39074,110,TCP,5.613778307525863,18,8010,25647,False,False,benign,none
2026-08-10 00:18:26.000000,10.0.0.16,139.40.189.174,52810,110,TCP,4.275175652581997,21,4588,11068,False,False,benign,none
2026-08-10 00:18:32.000000,10.0.0.21,201.115.188.70,22687,53,UDP,1.1147474439466025,16,5924,11782,True,False,benign,none
2026-08-10 00:18:37.000000,10.0.0.20,208.194.162.69,17661,443,TCP,4.424549816714593,9,1727,3144,False,False,benign,none
2026-08-10 00:18:37.000000,10.0.0.25,211.81.251.129,29149,53,UDP,0.22619803836266641,11,5132,11777,False,False,benign,none
2026-08-10 00:18:38.000000,10.0.0.22,105.83.231.95,28769,143,TCP,2.4199175104741983,17,7695,23092,False,False,benign,none
2026-08-10 00:18:42.000000,10.0.0.15,187.194.183.200,29355,25,TCP,2.9713188983441987,16,96,451,True,False,benign,none
2026-08-10 00:18:53.000000,10.0.0.12,132.173.204.100,44560,80,TCP,0.3866546325224003,16,6609,14535,False,False,benign,none
2026-08-10 00:18:53.000000,10.0.0.28,227.39.190.46,10161,53,UDP,0.41330383349357946,17,4595,9782,False,False,benign,none
2026-08-10 00:19:19.000000,10.0.0.1,2.238.241.62,64118,443,TCP,3.2689419756631173,10,7975,21501,False,False,benign,none
2026-08-10 00:19:27.000000,10.0.0.8,127.128.111.37,4617,993,TCP,0.6020596033359454,13,8791,31641,False,False,benign,none
2026-08-10 00:19:27.000000,10.0.0.31,39.244.107.123,28201,8080,TCP,0.3205410611141647,18,4759,20680,False,False,benign,none
2026-08-10 00:19:32.000000,10.0.0.17,110.219.22.178,27700,8443,TCP,3.4328768635388607,27,3825,20532,False,False,benign,none
2026-08-10 00:19:44.000000,10.0.0.2,243.85.139.133,34082,110,TCP,2.288735698046211,10,6806,10706,False,False,benign,none
2026-08-10 00:19:51.000000,10.0.0.35,81.28.170.171,35261,25,TCP,7.396029105229056,11,3007,9812,False,False,benign,none
2026-08-10 00:20:06.000000,10.0.0.21,45.187.9.52,50017,143,TCP,2.5679381959330705,16,5326,14330,True,False,benign,none
2026-08-10 00:20:14.000000,10.0.0.14,21.25.114.230,3140,8080,TCP,2.910958646211649,11,4134,12507,False,False,benign,none
2026-08-10 00:20:34.000000,10.0.0.39,61.77.174.161,49220,993,TCP,0.5470987646426445,16,1267,7560,False,False,benign,none
2026-08-10 00:20:36.000000,10.0.0.2,239.39.127.177,31919,53,UDP,6.345232473377224,15,2426,12088,False,False,benign,none
2026-08-10 00:20:53.000000,10.0.0.7,231.66.252.238,50495,443,TCP,6.197157137051305,13,40,238,False,False,benign,none
2026-08-10 00:21:15.000000,10.0.0.7,208.194.162.69,8454,8443,TCP,2.2147772107287484,18,1643,8496,True,False,benign,none
2026-08-10 00:21:17.000000,10.0.0.11,93.119.127.12,32698,993,TCP,1.79405572342748,22,5502,16256,False,False,benign,none
2026-08-10 00:21:20.000000,10.0.0.13,202.44.77.235,39153,25,TCP,8.569847223248404,14,4837,12769,False,False,benign,none
2026-08-10 00:21:25.000000,10.0.0.31,202.44.77.235,33441,995,TCP,1.497810224438523,12,4482,13821,False,False,benign,none
2026-08-10 00:21:26.000000,10.0.0.19,218.144.21.195,7742,995,TCP,3.762954382443754,15,7118,14329,False,False,benign,none
2026-08-10 00:21:28.000000,10.0.0.33,2.183.215.242,21443,53,UDP,2.2627785478730273,19,4622,10468,False,False,benign,none
2026-08-10 00:21:58.000000,10.0.0.17,184.35.244.244,60164,80,TCP,0.6931535898297774,12,3351,18287,False,False,benign,none
2026-08-10 00:22:00.000000,10.0.0.39,24.212.28.14,62236,8443,TCP,2.384878487170025,15,6584,19494,False,False,benign,none
2026-08-10 00:22:02.000000,10.0.0.38,243.85.139.133,35677,8080,TCP,2.331774523207166,7,4092,13244,False,False,benign,none
2026-08-10 00:22:04.000000,10.0.0.29,152.177.128.219,46760,8080,TCP,5.236057337473375,16,2014,10897,True,False,benign,none
2026-08-10 00:22:12.000000,10.0.0.7,114.199.254.202,42852,995,TCP,1.8122870836730667,11,7957,19252,True,False,benign,none
2026-08-10 00:22:17.000000,10.0.0.24,70.116.135.63,54214,8080,TCP,6.4507117582686035,14,5194,14510,False,False,benign,none
2026-08-10 00:22:18.000000,10.0.0.26,202.44.77.235,8953,25,TCP,3.070931544823428,15,4227,17516,False,False,benign,none
2026-08-10 00:22:42.000000,10.0.0.31,105.83.231.95,59021,443,TCP,2.561162380608242,16,5230,8775,False,False,benign,none
2026-08-10 00:22:54.000000,10.0.0.37,111.97.47.175,4812,25,TCP,3.78734509363158,14,1833,3793,False,False,benign,none
2026-08-10 00:23:18.000000,10.0.0.6,213.215.204.230,34373,110,TCP,7.539407772093306,20,6427,11640,False,False,benign,none
2026-08-10 00:23:29.000000,10.0.0.12,67.198.67.183,64633,25,TCP,1.2939644855108048,11,40,164,False,False,benign,none
2026-08-10 00:23:43.000000,10.0.0.38,139.45.118.218,47713,80,TCP,0.5102693669611549,9,2774,14816,False,False,benign,none
2026-08-10 00:23:46.000000,10.0.0.18,139.45.118.218,54404,995,TCP,3.9247616663407667,7,4139,18598,False,False,benign,none
2026-08-10 00:24:17.000000,10.0.0.31,250.55.71.104,20772,8443,TCP,0.6140971575344949,18,7698,37738,False,True,benign,none
2026-08-10 00:24:23.000000,10.0.0.33,254.169.104.104,13728,53,UDP,19.33812435678437,12,7928,36219,False,False,benign,none
2026-08-10 00:24:25.000000,10.0.0.33,184.150.13.25,39867,53,UDP,0.2926284399535362,17,118,256,True,False,benign,none
2026-08-10 00:24:32.000000,10.0.0.37,227.39.190.46,7945,25,TCP,1.000547853653064,15,5972,12286,False,False,benign,none
2026-08-10 00:24:35.000000,10.0.0.8,184.210.110.76,17643,8443,TCP,1.0846050886458742,10,5628,28507,False,False,benign,none
2026-08-10 00:24:35.000000,10.0.0.19,173.27.45.150,46005,8443,TCP,14.64369179877994,16,6807,33371,False,False,benign,none
2026-08-10 00:24:50.000000,10.0.0.4,112.170.167.120,57746,8443,TCP,22.343222479357962,8,4106,20152,False,False,benign,none
2026-08-10 00:25:02.000000,10.0.0.26,212.14.110.151,62341,995,TCP,1.020959381253207,12,5352,30596,False,False,benign,none
2026-08-10 00:25:43.000000,10.0.0.18,234.34.242.157,60294,8080,TCP,7.478448887636897,15,2910,6237,False,False,benign,none
2026-08-10 00:25:45.000000,10.0.0.24,119.199.17.22,64015,993,TCP,3.075210742598863,17,1835,3588,False,False,benign,none
2026-08-10 00:25:52.000000,10.0.0.23,181.15.50.45,6856,25,TCP,4.754645320807126,11,6774,28251,False,False,benign,none
2026-08-10 00:25:55.000000,10.0.0.25,36.237.215.31,13788,8443,TCP,1.7170672106033638,20,1570,3850,False,False,benign,none
2026-08-10 00:25:56.000000,10.0.0.16,127.128.111.37,16173,8443,TCP,0.34721264390408807,13,4256,21179,False,False,benign,none
2026-08-10 00:26:02.000000,10.0.0.39,200.30.184.23,54592,143,TCP,8.682104688691721,13,3714,14047,False,False,benign,none
2026-08-10 00:26:14.000000,10.0.0.6,236.177.195.148,25233,8080,TCP,0.907043373892782,13,6726,25200,False,False,benign,none
2026-08-10 00:26:19.000000,10.0.0.34,138.121.206.68,19849,443,TCP,1.3184991447503887,15,2898,11693,False,False,benign,none
2026-08-10 00:26:54.000000,10.0.0.18,112.170.167.120,59950,8443,TCP,12.60900376508234,19,40,175,False,True,benign,none
2026-08-10 00:27:08.000000,10.0.0.38,138.36.77.141,13936,80,TCP,3.0699073066889473,8,3824,13397,False,False,benign,none
2026-08-10 00:27:27.000000,10.0.0.4,82.28.157.233,50546,8080,TCP,10.087818574539579,17,1825,10238,True,False,benign,none
2026-08-10 00:27:48.000000,10.0.0.25,192.154.74.105,6210,993,TCP,3.348672220305286,15,3232,5447,True,False,benign,none
2026-08-10 00:27:56.000000,10.0.0.38,127.7.152.142,52875,8443,TCP,0.5603819016929762,17,3886,6381,True,False,benign,none
2026-08-10 00:27:59.000000,10.0.0.16,187.194.183.200,36994,993,TCP,8.925972621534648,19,40,185,False,False,benign,none
2026-08-10 00:28:00.000000,10.0.0.29,169.110.79.160,36830,443,TCP,0.6804983863987882,12,3400,13203,False,False,benign,none
2026-08-10 00:28:01.000000,10.0.0.38,239.39.127.177,47730,80,TCP,8.26632831104822,17,4364,19365,False,False,benign,none
2026-08-10 00:28:03.000000,10.0.0.14,91.38.49.210,12041,8080,TCP,1.5600870296818399,10,3612,17432,False,False,benign,none
2026-08-10 00:28:13.000000,10.0.0.24,202.93.136.80,37873,8443,TCP,0.10790890123750198,13,9682,18114,False,False,benign,none
2026-08-10 00:28:15.000000,10.0.0.20,238.4.45.59,62222,443,TCP,3.4153912948500653,20,7018,11542,False,False,benign,none
2026-08-10 00:28:18.000000,10.0.0.34,132.173.204.100,26141,25,TCP,2.877622716478169,12,1517,8386,True,False,benign,none
2026-08-10 00:28:28.000000,10.0.0.13,195.154.238.221,29878,143,TCP,2.506852824388489,15,3981,14429,False,False,benign,none
2026-08-10 00:28:32.000000,10.0.0.26,187.223.202.217,65016,143,TCP,1.4443758813560499,15,7430,17777,False,False,benign,none
2026-08-10 00:28:34.000000,10.0.0.12,114.199.254.202,19799,53,UDP,6.628674628658287,14,4717,19078,True,False,benign,none
2026-08-10 00:28:35.000000,10.0.0.13,128.95.47.236,15140,80,TCP,4.605257017564888,14,5000,29797,False,False,benign,none
2026-08-10 00:28:38.000000,10.0.0.33,108.31.69.217,16974,80,TCP,1.5460624534728995,11,2535,3940,False,False,benign,none
